pair_id	dataset_id	original_query	query_keywords
11073	251	rail passenger point to point in uk of one year	uk one year
11074	5909	rail passenger point to point in uk of one year	uk one year
11075	17	rail passenger point to point in uk of one year	uk one year
11076	6831	rail passenger point to point in uk of one year	uk one year
11077	9030	rail passenger point to point in uk of one year	uk one year
11078	5624	rail passenger point to point in uk of one year	uk one year
11079	2170	rail passenger point to point in uk of one year	uk one year
11080	306	UK Armed Forces Stats on Conscription recruitment from 1948 to 1952	1948 1952
11081	8908	UK Armed Forces Stats on Conscription recruitment from 1948 to 1952	1948 1952
11082	8647	UK Armed Forces Stats on Conscription recruitment from 1948 to 1952	1948 1952
11083	3214	UK Armed Forces Stats on Conscription recruitment from 1948 to 1952	1948 1952
11084	973	UK Armed Forces Stats on Conscription recruitment from 1948 to 1952	1948 1952
11085	2309	UK Armed Forces Stats on Conscription recruitment from 1948 to 1952	1948 1952
11086	9059	UK Armed Forces Stats on Conscription recruitment from 1948 to 1952	1948 1952
11087	8698	UK Armed Forces Stats on Conscription recruitment from 1948 to 1952	1948 1952
11088	1082	UK Armed Forces Stats on Conscription recruitment from 1948 to 1952	1948 1952
11089	3471	UK Armed Forces Stats on Conscription recruitment from 1948 to 1952	1948 1952
11090	306	Statistics for conscription to UK Armed Forces from 1948 to 1952 inclusive	1948 1952
11091	8908	Statistics for conscription to UK Armed Forces from 1948 to 1952 inclusive	1948 1952
11092	8647	Statistics for conscription to UK Armed Forces from 1948 to 1952 inclusive	1948 1952
11093	3214	Statistics for conscription to UK Armed Forces from 1948 to 1952 inclusive	1948 1952
11094	973	Statistics for conscription to UK Armed Forces from 1948 to 1952 inclusive	1948 1952
11095	2309	Statistics for conscription to UK Armed Forces from 1948 to 1952 inclusive	1948 1952
11096	9059	Statistics for conscription to UK Armed Forces from 1948 to 1952 inclusive	1948 1952
11097	8698	Statistics for conscription to UK Armed Forces from 1948 to 1952 inclusive	1948 1952
11098	1082	Statistics for conscription to UK Armed Forces from 1948 to 1952 inclusive	1948 1952
11099	3471	Statistics for conscription to UK Armed Forces from 1948 to 1952 inclusive	1948 1952
11100	5699	What are the statistics on annual recruitment by the UK Armed Forces	annual
11101	7689	What are the statistics on annual recruitment by the UK Armed Forces	annual
11102	4716	What are the statistics on annual recruitment by the UK Armed Forces	annual
11103	3583	What are the statistics on annual recruitment by the UK Armed Forces	annual
11104	4402	What are the statistics on annual recruitment by the UK Armed Forces	annual
11105	5272	What are the statistics on annual recruitment by the UK Armed Forces	annual
11106	7351	What are the statistics on annual recruitment by the UK Armed Forces	annual
11107	6055	What are the statistics on annual recruitment by the UK Armed Forces	annual
11108	8703	What are the statistics on annual recruitment by the UK Armed Forces	annual
11109	6540	What are the statistics on annual recruitment by the UK Armed Forces	annual
11110	306	show me Statisitics on Recruitment by Conscription to the UK Armed Forces in 1948 and annually until 1952	1948 1952 annually
11111	7722	show me Statisitics on Recruitment by Conscription to the UK Armed Forces in 1948 and annually until 1952	1948 1952 annually
11112	8908	show me Statisitics on Recruitment by Conscription to the UK Armed Forces in 1948 and annually until 1952	1948 1952 annually
11113	2956	show me Statisitics on Recruitment by Conscription to the UK Armed Forces in 1948 and annually until 1952	1948 1952 annually
11114	17	show me Statisitics on Recruitment by Conscription to the UK Armed Forces in 1948 and annually until 1952	1948 1952 annually
11115	5458	show me Statisitics on Recruitment by Conscription to the UK Armed Forces in 1948 and annually until 1952	1948 1952 annually
11116	230	show me Statisitics on Recruitment by Conscription to the UK Armed Forces in 1948 and annually until 1952	1948 1952 annually
11117	299	show me Statisitics on Recruitment by Conscription to the UK Armed Forces in 1948 and annually until 1952	1948 1952 annually
11118	8647	show me Statisitics on Recruitment by Conscription to the UK Armed Forces in 1948 and annually until 1952	1948 1952 annually
11119	3214	show me Statisitics on Recruitment by Conscription to the UK Armed Forces in 1948 and annually until 1952	1948 1952 annually
11120	306	find data on recruitment statistics by conscription to the UK armed forces in 1948 and annually until 1952	1948 1952 annually
11121	7722	find data on recruitment statistics by conscription to the UK armed forces in 1948 and annually until 1952	1948 1952 annually
11122	8908	find data on recruitment statistics by conscription to the UK armed forces in 1948 and annually until 1952	1948 1952 annually
11123	2956	find data on recruitment statistics by conscription to the UK armed forces in 1948 and annually until 1952	1948 1952 annually
11124	17	find data on recruitment statistics by conscription to the UK armed forces in 1948 and annually until 1952	1948 1952 annually
11125	5458	find data on recruitment statistics by conscription to the UK armed forces in 1948 and annually until 1952	1948 1952 annually
11126	230	find data on recruitment statistics by conscription to the UK armed forces in 1948 and annually until 1952	1948 1952 annually
11127	299	find data on recruitment statistics by conscription to the UK armed forces in 1948 and annually until 1952	1948 1952 annually
11128	8647	find data on recruitment statistics by conscription to the UK armed forces in 1948 and annually until 1952	1948 1952 annually
11129	3214	find data on recruitment statistics by conscription to the UK armed forces in 1948 and annually until 1952	1948 1952 annually
11130	3349	Recruitment by Conscription to the UK Armed Forces in 1948	1948
11131	8698	Recruitment by Conscription to the UK Armed Forces in 1948	1948
11132	306	Recruitment by Conscription to the UK Armed Forces in 1948	1948
11133	8908	Recruitment by Conscription to the UK Armed Forces in 1948	1948
11134	973	Recruitment by Conscription to the UK Armed Forces in 1948	1948
11135	6304	Recruitment by Conscription to the UK Armed Forces in 1948	1948
11136	3214	Recruitment by Conscription to the UK Armed Forces in 1948	1948
11137	9086	Recruitment by Conscription to the UK Armed Forces in 1948	1948
11138	8647	Recruitment by Conscription to the UK Armed Forces in 1948	1948
11139	1647	Recruitment by Conscription to the UK Armed Forces in 1948	1948
11140	226	What are the requested forms for naturalization in the UK by 2004-2013?	uk 2004 2013 requested forms
11141	17	What are the requested forms for naturalization in the UK by 2004-2013?	uk 2004 2013 requested forms
11142	7159	What are the requested forms for naturalization in the UK by 2004-2013?	uk 2004 2013 requested forms
11143	269	What are the requested forms for naturalization in the UK by 2004-2013?	uk 2004 2013 requested forms
11144	4198	What are the requested forms for naturalization in the UK by 2004-2013?	uk 2004 2013 requested forms
11145	4603	What are the requested forms for naturalization in the UK by 2004-2013?	uk 2004 2013 requested forms
11146	311	What are the requested forms for naturalization in the UK by 2004-2013?	uk 2004 2013 requested forms
11147	8	What are the requested forms for naturalization in the UK by 2004-2013?	uk 2004 2013 requested forms
11148	27	What are the requested forms for naturalization in the UK by 2004-2013?	uk 2004 2013 requested forms
11149	206	What are the requested forms for naturalization in the UK by 2004-2013?	uk 2004 2013 requested forms
11150	17	Naturalisation figures for US and UK from 2004 to 2013 by region and country of birth	uk 2004 2013 region country birth
11151	269	Naturalisation figures for US and UK from 2004 to 2013 by region and country of birth	uk 2004 2013 region country birth
11152	4498	Naturalisation figures for US and UK from 2004 to 2013 by region and country of birth	uk 2004 2013 region country birth
11153	311	Naturalisation figures for US and UK from 2004 to 2013 by region and country of birth	uk 2004 2013 region country birth
11154	4198	Naturalisation figures for US and UK from 2004 to 2013 by region and country of birth	uk 2004 2013 region country birth
11155	179	Naturalisation figures for US and UK from 2004 to 2013 by region and country of birth	uk 2004 2013 region country birth
11156	226	Naturalisation figures for US and UK from 2004 to 2013 by region and country of birth	uk 2004 2013 region country birth
11157	306	Naturalisation figures for US and UK from 2004 to 2013 by region and country of birth	uk 2004 2013 region country birth
11158	27	Naturalisation figures for US and UK from 2004 to 2013 by region and country of birth	uk 2004 2013 region country birth
11159	307	Naturalisation figures for US and UK from 2004 to 2013 by region and country of birth	uk 2004 2013 region country birth
11160	205	naturalisations in the UK 2004-2013 data	uk 2004 2013
11161	226	naturalisations in the UK 2004-2013 data	uk 2004 2013
11162	179	naturalisations in the UK 2004-2013 data	uk 2004 2013
11163	4498	naturalisations in the UK 2004-2013 data	uk 2004 2013
11164	17	naturalisations in the UK 2004-2013 data	uk 2004 2013
11165	306	naturalisations in the UK 2004-2013 data	uk 2004 2013
11166	2048	naturalisations in the UK 2004-2013 data	uk 2004 2013
11167	5909	naturalisations in the UK 2004-2013 data	uk 2004 2013
11168	176	naturalisations in the UK 2004-2013 data	uk 2004 2013
11169	9030	naturalisations in the UK 2004-2013 data	uk 2004 2013
11170	17	Data on naturalisations in the UK 2004-2013 by region and birth country	uk 2004 2013 region birth country
11171	269	Data on naturalisations in the UK 2004-2013 by region and birth country	uk 2004 2013 region birth country
11172	4498	Data on naturalisations in the UK 2004-2013 by region and birth country	uk 2004 2013 region birth country
11173	311	Data on naturalisations in the UK 2004-2013 by region and birth country	uk 2004 2013 region birth country
11174	4198	Data on naturalisations in the UK 2004-2013 by region and birth country	uk 2004 2013 region birth country
11175	179	Data on naturalisations in the UK 2004-2013 by region and birth country	uk 2004 2013 region birth country
11176	226	Data on naturalisations in the UK 2004-2013 by region and birth country	uk 2004 2013 region birth country
11177	306	Data on naturalisations in the UK 2004-2013 by region and birth country	uk 2004 2013 region birth country
11178	27	Data on naturalisations in the UK 2004-2013 by region and birth country	uk 2004 2013 region birth country
11179	307	Data on naturalisations in the UK 2004-2013 by region and birth country	uk 2004 2013 region birth country
11180	205	demographics of naturalised immigrants in the UK from 2004-2013	uk 2004 2013
11181	226	demographics of naturalised immigrants in the UK from 2004-2013	uk 2004 2013
11182	179	demographics of naturalised immigrants in the UK from 2004-2013	uk 2004 2013
11183	4498	demographics of naturalised immigrants in the UK from 2004-2013	uk 2004 2013
11184	17	demographics of naturalised immigrants in the UK from 2004-2013	uk 2004 2013
11185	306	demographics of naturalised immigrants in the UK from 2004-2013	uk 2004 2013
11186	2048	demographics of naturalised immigrants in the UK from 2004-2013	uk 2004 2013
11187	5909	demographics of naturalised immigrants in the UK from 2004-2013	uk 2004 2013
11188	176	demographics of naturalised immigrants in the UK from 2004-2013	uk 2004 2013
11189	9030	demographics of naturalised immigrants in the UK from 2004-2013	uk 2004 2013
11190	179	Information on naturalisations in the UK between the years 2004 - 2013 by country and by region	uk 2004 2013 country region
11191	226	Information on naturalisations in the UK between the years 2004 - 2013 by country and by region	uk 2004 2013 country region
11192	17	Information on naturalisations in the UK between the years 2004 - 2013 by country and by region	uk 2004 2013 country region
11193	306	Information on naturalisations in the UK between the years 2004 - 2013 by country and by region	uk 2004 2013 country region
11194	27	Information on naturalisations in the UK between the years 2004 - 2013 by country and by region	uk 2004 2013 country region
11195	311	Information on naturalisations in the UK between the years 2004 - 2013 by country and by region	uk 2004 2013 country region
11196	7159	Information on naturalisations in the UK between the years 2004 - 2013 by country and by region	uk 2004 2013 country region
11197	269	Information on naturalisations in the UK between the years 2004 - 2013 by country and by region	uk 2004 2013 country region
11198	176	Information on naturalisations in the UK between the years 2004 - 2013 by country and by region	uk 2004 2013 country region
11199	205	Information on naturalisations in the UK between the years 2004 - 2013 by country and by region	uk 2004 2013 country region
11200	17	UK naturalisations 2004-2013 by region and country of birth	uk 2004 2013 region country birth
11201	269	UK naturalisations 2004-2013 by region and country of birth	uk 2004 2013 region country birth
11202	4498	UK naturalisations 2004-2013 by region and country of birth	uk 2004 2013 region country birth
11203	311	UK naturalisations 2004-2013 by region and country of birth	uk 2004 2013 region country birth
11204	4198	UK naturalisations 2004-2013 by region and country of birth	uk 2004 2013 region country birth
11205	179	UK naturalisations 2004-2013 by region and country of birth	uk 2004 2013 region country birth
11206	226	UK naturalisations 2004-2013 by region and country of birth	uk 2004 2013 region country birth
11207	306	UK naturalisations 2004-2013 by region and country of birth	uk 2004 2013 region country birth
11208	27	UK naturalisations 2004-2013 by region and country of birth	uk 2004 2013 region country birth
11209	307	UK naturalisations 2004-2013 by region and country of birth	uk 2004 2013 region country birth
11210	205	data regarding natualisations in the UK per year for years 2004-2013	uk 2004 2013
11211	226	data regarding natualisations in the UK per year for years 2004-2013	uk 2004 2013
11212	179	data regarding natualisations in the UK per year for years 2004-2013	uk 2004 2013
11213	4498	data regarding natualisations in the UK per year for years 2004-2013	uk 2004 2013
11214	17	data regarding natualisations in the UK per year for years 2004-2013	uk 2004 2013
11215	306	data regarding natualisations in the UK per year for years 2004-2013	uk 2004 2013
11216	2048	data regarding natualisations in the UK per year for years 2004-2013	uk 2004 2013
11217	5909	data regarding natualisations in the UK per year for years 2004-2013	uk 2004 2013
11218	176	data regarding natualisations in the UK per year for years 2004-2013	uk 2004 2013
11219	9030	data regarding natualisations in the UK per year for years 2004-2013	uk 2004 2013
11220	311	Provide data on the United States and United Kingdom immigration policies and appeal to immigrants.	united states united kingdom immigration policies immigrants
11221	1181	Provide data on the United States and United Kingdom immigration policies and appeal to immigrants.	united states united kingdom immigration policies immigrants
11222	99	Provide data on the United States and United Kingdom immigration policies and appeal to immigrants.	united states united kingdom immigration policies immigrants
11223	4198	Provide data on the United States and United Kingdom immigration policies and appeal to immigrants.	united states united kingdom immigration policies immigrants
11224	7096	Provide data on the United States and United Kingdom immigration policies and appeal to immigrants.	united states united kingdom immigration policies immigrants
11225	107	Provide data on the United States and United Kingdom immigration policies and appeal to immigrants.	united states united kingdom immigration policies immigrants
11226	7192	Provide data on the United States and United Kingdom immigration policies and appeal to immigrants.	united states united kingdom immigration policies immigrants
11227	17	Provide data on the United States and United Kingdom immigration policies and appeal to immigrants.	united states united kingdom immigration policies immigrants
11228	269	Provide data on the United States and United Kingdom immigration policies and appeal to immigrants.	united states united kingdom immigration policies immigrants
11229	8079	Provide data on the United States and United Kingdom immigration policies and appeal to immigrants.	united states united kingdom immigration policies immigrants
11230	5185	C&I waste management data for years 2007-2013	2007 2013
11231	9109	C&I waste management data for years 2007-2013	2007 2013
11232	6672	C&I waste management data for years 2007-2013	2007 2013
11233	8301	C&I waste management data for years 2007-2013	2007 2013
11234	9188	C&I waste management data for years 2007-2013	2007 2013
11235	9215	C&I waste management data for years 2007-2013	2007 2013
11236	1749	C&I waste management data for years 2007-2013	2007 2013
11237	4988	C&I waste management data for years 2007-2013	2007 2013
11238	7224	C&I waste management data for years 2007-2013	2007 2013
11239	2374	C&I waste management data for years 2007-2013	2007 2013
11240	6975	Monthly or quarterly or annual commercial and industrial waste management data from 2007-2013.	2007 2013 monthly quarterly annual commercial industrial
11241	8501	Monthly or quarterly or annual commercial and industrial waste management data from 2007-2013.	2007 2013 monthly quarterly annual commercial industrial
11242	9117	Monthly or quarterly or annual commercial and industrial waste management data from 2007-2013.	2007 2013 monthly quarterly annual commercial industrial
11243	7096	Monthly or quarterly or annual commercial and industrial waste management data from 2007-2013.	2007 2013 monthly quarterly annual commercial industrial
11244	226	Monthly or quarterly or annual commercial and industrial waste management data from 2007-2013.	2007 2013 monthly quarterly annual commercial industrial
11245	3660	Monthly or quarterly or annual commercial and industrial waste management data from 2007-2013.	2007 2013 monthly quarterly annual commercial industrial
11246	4217	Monthly or quarterly or annual commercial and industrial waste management data from 2007-2013.	2007 2013 monthly quarterly annual commercial industrial
11247	847	Monthly or quarterly or annual commercial and industrial waste management data from 2007-2013.	2007 2013 monthly quarterly annual commercial industrial
11248	6092	Monthly or quarterly or annual commercial and industrial waste management data from 2007-2013.	2007 2013 monthly quarterly annual commercial industrial
11249	2566	Monthly or quarterly or annual commercial and industrial waste management data from 2007-2013.	2007 2013 monthly quarterly annual commercial industrial
11250	2716	commercial and industrial waste management data from 2007 to 2013	2007 2013 commercial industrial
11251	1466	commercial and industrial waste management data from 2007 to 2013	2007 2013 commercial industrial
11252	8785	commercial and industrial waste management data from 2007 to 2013	2007 2013 commercial industrial
11253	2450	commercial and industrial waste management data from 2007 to 2013	2007 2013 commercial industrial
11254	5836	commercial and industrial waste management data from 2007 to 2013	2007 2013 commercial industrial
11255	1793	commercial and industrial waste management data from 2007 to 2013	2007 2013 commercial industrial
11256	6685	commercial and industrial waste management data from 2007 to 2013	2007 2013 commercial industrial
11257	230	commercial and industrial waste management data from 2007 to 2013	2007 2013 commercial industrial
11258	4037	commercial and industrial waste management data from 2007 to 2013	2007 2013 commercial industrial
11259	5530	commercial and industrial waste management data from 2007 to 2013	2007 2013 commercial industrial
11260	7096	What is the Monthly commercial and industrial waste management data from 2007 - 2013	2007 2013 monthly commercial industrial
11261	6975	What is the Monthly commercial and industrial waste management data from 2007 - 2013	2007 2013 monthly commercial industrial
11262	8501	What is the Monthly commercial and industrial waste management data from 2007 - 2013	2007 2013 monthly commercial industrial
11263	2450	What is the Monthly commercial and industrial waste management data from 2007 - 2013	2007 2013 monthly commercial industrial
11264	9117	What is the Monthly commercial and industrial waste management data from 2007 - 2013	2007 2013 monthly commercial industrial
11265	226	What is the Monthly commercial and industrial waste management data from 2007 - 2013	2007 2013 monthly commercial industrial
11266	8011	What is the Monthly commercial and industrial waste management data from 2007 - 2013	2007 2013 monthly commercial industrial
11267	621	What is the Monthly commercial and industrial waste management data from 2007 - 2013	2007 2013 monthly commercial industrial
11268	3660	What is the Monthly commercial and industrial waste management data from 2007 - 2013	2007 2013 monthly commercial industrial
11269	8079	What is the Monthly commercial and industrial waste management data from 2007 - 2013	2007 2013 monthly commercial industrial
11270	6975	Monthly or quarterly or annual commercial and industrial waste management data for the periods 2007 to 2013	2007 2013 monthly quarterly annual commercial industrial
11271	8501	Monthly or quarterly or annual commercial and industrial waste management data for the periods 2007 to 2013	2007 2013 monthly quarterly annual commercial industrial
11272	9117	Monthly or quarterly or annual commercial and industrial waste management data for the periods 2007 to 2013	2007 2013 monthly quarterly annual commercial industrial
11273	7096	Monthly or quarterly or annual commercial and industrial waste management data for the periods 2007 to 2013	2007 2013 monthly quarterly annual commercial industrial
11274	226	Monthly or quarterly or annual commercial and industrial waste management data for the periods 2007 to 2013	2007 2013 monthly quarterly annual commercial industrial
11275	3660	Monthly or quarterly or annual commercial and industrial waste management data for the periods 2007 to 2013	2007 2013 monthly quarterly annual commercial industrial
11276	4217	Monthly or quarterly or annual commercial and industrial waste management data for the periods 2007 to 2013	2007 2013 monthly quarterly annual commercial industrial
11277	847	Monthly or quarterly or annual commercial and industrial waste management data for the periods 2007 to 2013	2007 2013 monthly quarterly annual commercial industrial
11278	6092	Monthly or quarterly or annual commercial and industrial waste management data for the periods 2007 to 2013	2007 2013 monthly quarterly annual commercial industrial
11279	2566	Monthly or quarterly or annual commercial and industrial waste management data for the periods 2007 to 2013	2007 2013 monthly quarterly annual commercial industrial
11280	8060	waste management data commercial	commercial
11281	4543	waste management data commercial	commercial
11282	9131	waste management data commercial	commercial
11283	1340	waste management data commercial	commercial
11284	7097	waste management data commercial	commercial
11285	7117	waste management data commercial	commercial
11286	8785	waste management data commercial	commercial
11287	5444	waste management data commercial	commercial
11288	9501	waste management data commercial	commercial
11289	3529	waste management data commercial	commercial
11290	5452	Monthly waste management data for 2007-2013	2007 2013 monthly
11291	1327	Monthly waste management data for 2007-2013	2007 2013 monthly
11292	7544	Monthly waste management data for 2007-2013	2007 2013 monthly
11293	5139	Monthly waste management data for 2007-2013	2007 2013 monthly
11294	6070	Monthly waste management data for 2007-2013	2007 2013 monthly
11295	6055	Monthly waste management data for 2007-2013	2007 2013 monthly
11296	1543	Monthly waste management data for 2007-2013	2007 2013 monthly
11297	8501	Monthly waste management data for 2007-2013	2007 2013 monthly
11298	9117	Monthly waste management data for 2007-2013	2007 2013 monthly
11299	3574	Monthly waste management data for 2007-2013	2007 2013 monthly
11300	8079	Commercial and Industrial waste management data for latest reported period	latest reported period commercial industrial
11301	621	Commercial and Industrial waste management data for latest reported period	latest reported period commercial industrial
11302	7096	Commercial and Industrial waste management data for latest reported period	latest reported period commercial industrial
11303	4217	Commercial and Industrial waste management data for latest reported period	latest reported period commercial industrial
11304	6135	Commercial and Industrial waste management data for latest reported period	latest reported period commercial industrial
11305	206	Commercial and Industrial waste management data for latest reported period	latest reported period commercial industrial
11306	6106	Commercial and Industrial waste management data for latest reported period	latest reported period commercial industrial
11307	226	Commercial and Industrial waste management data for latest reported period	latest reported period commercial industrial
11308	5385	Commercial and Industrial waste management data for latest reported period	latest reported period commercial industrial
11309	3660	Commercial and Industrial waste management data for latest reported period	latest reported period commercial industrial
11310	1781	Latest annual data for Commercial and Industrial waste management	annual commercial industrial
11311	1466	Latest annual data for Commercial and Industrial waste management	annual commercial industrial
11312	9297	Latest annual data for Commercial and Industrial waste management	annual commercial industrial
11313	2220	Latest annual data for Commercial and Industrial waste management	annual commercial industrial
11314	2372	Latest annual data for Commercial and Industrial waste management	annual commercial industrial
11315	9437	Latest annual data for Commercial and Industrial waste management	annual commercial industrial
11316	3656	Latest annual data for Commercial and Industrial waste management	annual commercial industrial
11317	2566	Latest annual data for Commercial and Industrial waste management	annual commercial industrial
11318	5499	Latest annual data for Commercial and Industrial waste management	annual commercial industrial
11319	5458	Latest annual data for Commercial and Industrial waste management	annual commercial industrial
11320	1340	Give me a periodic commercial and industrial waste management data	commercial industrial
11321	8564	Give me a periodic commercial and industrial waste management data	commercial industrial
11322	8785	Give me a periodic commercial and industrial waste management data	commercial industrial
11323	9501	Give me a periodic commercial and industrial waste management data	commercial industrial
11324	6616	Give me a periodic commercial and industrial waste management data	commercial industrial
11325	597	Give me a periodic commercial and industrial waste management data	commercial industrial
11326	1661	Give me a periodic commercial and industrial waste management data	commercial industrial
11327	2293	Give me a periodic commercial and industrial waste management data	commercial industrial
11328	929	Give me a periodic commercial and industrial waste management data	commercial industrial
11329	8190	Give me a periodic commercial and industrial waste management data	commercial industrial
11330	788	driver vehicle licensing agency vehicle registration number plate	number plate
11331	8375	driver vehicle licensing agency vehicle registration number plate	number plate
11332	6411	driver vehicle licensing agency vehicle registration number plate	number plate
11333	1643	driver vehicle licensing agency vehicle registration number plate	number plate
11334	7323	driver vehicle licensing agency vehicle registration number plate	number plate
11335	8057	driver vehicle licensing agency vehicle registration number plate	number plate
11336	8817	driver vehicle licensing agency vehicle registration number plate	number plate
11337	651	driver vehicle licensing agency vehicle registration number plate	number plate
11338	5619	driver vehicle licensing agency vehicle registration number plate	number plate
11339	4282	driver vehicle licensing agency vehicle registration number plate	number plate
11340	7331	Find  all license plates registered in GB.	gb license plates
11341	621	Find  all license plates registered in GB.	gb license plates
11342	4133	Find  all license plates registered in GB.	gb license plates
11343	8378	Find  all license plates registered in GB.	gb license plates
11344	4247	Find  all license plates registered in GB.	gb license plates
11345	5681	Find  all license plates registered in GB.	gb license plates
11346	1626	Find  all license plates registered in GB.	gb license plates
11347	307	Find  all license plates registered in GB.	gb license plates
11348	8108	Find  all license plates registered in GB.	gb license plates
11349	271	Find  all license plates registered in GB.	gb license plates
11350	1763	all licensed and unlicensed vehicles in Great Britain DVLA database	licensed unlicensed vehicles
11351	7299	all licensed and unlicensed vehicles in Great Britain DVLA database	licensed unlicensed vehicles
11352	6993	all licensed and unlicensed vehicles in Great Britain DVLA database	licensed unlicensed vehicles
11353	4101	all licensed and unlicensed vehicles in Great Britain DVLA database	licensed unlicensed vehicles
11354	621	all licensed and unlicensed vehicles in Great Britain DVLA database	licensed unlicensed vehicles
11355	3696	all licensed and unlicensed vehicles in Great Britain DVLA database	licensed unlicensed vehicles
11356	1345	all licensed and unlicensed vehicles in Great Britain DVLA database	licensed unlicensed vehicles
11357	782	all licensed and unlicensed vehicles in Great Britain DVLA database	licensed unlicensed vehicles
11358	7204	all licensed and unlicensed vehicles in Great Britain DVLA database	licensed unlicensed vehicles
11359	863	all licensed and unlicensed vehicles in Great Britain DVLA database	licensed unlicensed vehicles
11360	8375	driver vehicle licensing agency database of all vehicles with registration number plate	vehicles registration number plate
11361	1643	driver vehicle licensing agency database of all vehicles with registration number plate	vehicles registration number plate
11362	6411	driver vehicle licensing agency database of all vehicles with registration number plate	vehicles registration number plate
11363	8057	driver vehicle licensing agency database of all vehicles with registration number plate	vehicles registration number plate
11364	8817	driver vehicle licensing agency database of all vehicles with registration number plate	vehicles registration number plate
11365	4282	driver vehicle licensing agency database of all vehicles with registration number plate	vehicles registration number plate
11366	397	driver vehicle licensing agency database of all vehicles with registration number plate	vehicles registration number plate
11367	7299	driver vehicle licensing agency database of all vehicles with registration number plate	vehicles registration number plate
11368	5002	driver vehicle licensing agency database of all vehicles with registration number plate	vehicles registration number plate
11369	621	driver vehicle licensing agency database of all vehicles with registration number plate	vehicles registration number plate
11370	7323	LIST OF ALL VEHICLES REGISTERED IN DVLA	vehicles
11371	9035	LIST OF ALL VEHICLES REGISTERED IN DVLA	vehicles
11372	724	LIST OF ALL VEHICLES REGISTERED IN DVLA	vehicles
11373	5490	LIST OF ALL VEHICLES REGISTERED IN DVLA	vehicles
11374	1643	LIST OF ALL VEHICLES REGISTERED IN DVLA	vehicles
11375	8375	LIST OF ALL VEHICLES REGISTERED IN DVLA	vehicles
11376	6411	LIST OF ALL VEHICLES REGISTERED IN DVLA	vehicles
11377	2519	LIST OF ALL VEHICLES REGISTERED IN DVLA	vehicles
11378	8057	LIST OF ALL VEHICLES REGISTERED IN DVLA	vehicles
11379	8817	LIST OF ALL VEHICLES REGISTERED IN DVLA	vehicles
11380	287	driver vehicle licencing agency licence number plates	licence number plates
11381	107	driver vehicle licencing agency licence number plates	licence number plates
11382	230	driver vehicle licencing agency licence number plates	licence number plates
11383	301	driver vehicle licencing agency licence number plates	licence number plates
11384	8054	driver vehicle licencing agency licence number plates	licence number plates
11385	59	driver vehicle licencing agency licence number plates	licence number plates
11386	94	driver vehicle licencing agency licence number plates	licence number plates
11387	303	driver vehicle licencing agency licence number plates	licence number plates
11388	67	driver vehicle licencing agency licence number plates	licence number plates
11389	99	driver vehicle licencing agency licence number plates	licence number plates
11390	7299	List all  licensed and unlicensed vehicles registered  including the Vehicle registration number plate.	licensed unlicensed vehicles vehicle registration number plate
11391	621	List all  licensed and unlicensed vehicles registered  including the Vehicle registration number plate.	licensed unlicensed vehicles vehicle registration number plate
11392	1345	List all  licensed and unlicensed vehicles registered  including the Vehicle registration number plate.	licensed unlicensed vehicles vehicle registration number plate
11393	6438	List all  licensed and unlicensed vehicles registered  including the Vehicle registration number plate.	licensed unlicensed vehicles vehicle registration number plate
11394	863	List all  licensed and unlicensed vehicles registered  including the Vehicle registration number plate.	licensed unlicensed vehicles vehicle registration number plate
11395	6993	List all  licensed and unlicensed vehicles registered  including the Vehicle registration number plate.	licensed unlicensed vehicles vehicle registration number plate
11396	2585	List all  licensed and unlicensed vehicles registered  including the Vehicle registration number plate.	licensed unlicensed vehicles vehicle registration number plate
11397	4101	List all  licensed and unlicensed vehicles registered  including the Vehicle registration number plate.	licensed unlicensed vehicles vehicle registration number plate
11398	7776	List all  licensed and unlicensed vehicles registered  including the Vehicle registration number plate.	licensed unlicensed vehicles vehicle registration number plate
11399	9121	List all  licensed and unlicensed vehicles registered  including the Vehicle registration number plate.	licensed unlicensed vehicles vehicle registration number plate
11400	17	DVLA database access licensed vehicles in Great Britain list  vehicle registration database	great britain vehicle registration
11401	311	DVLA database access licensed vehicles in Great Britain list  vehicle registration database	great britain vehicle registration
11402	2277	DVLA database access licensed vehicles in Great Britain list  vehicle registration database	great britain vehicle registration
11403	37	DVLA database access licensed vehicles in Great Britain list  vehicle registration database	great britain vehicle registration
11404	99	DVLA database access licensed vehicles in Great Britain list  vehicle registration database	great britain vehicle registration
11405	206	DVLA database access licensed vehicles in Great Britain list  vehicle registration database	great britain vehicle registration
11406	5002	DVLA database access licensed vehicles in Great Britain list  vehicle registration database	great britain vehicle registration
11407	8992	DVLA database access licensed vehicles in Great Britain list  vehicle registration database	great britain vehicle registration
11408	521	DVLA database access licensed vehicles in Great Britain list  vehicle registration database	great britain vehicle registration
11409	94	DVLA database access licensed vehicles in Great Britain list  vehicle registration database	great britain vehicle registration
11410	4022	What is the cost of elderly care by their local authority	cost local authority
11411	9466	What is the cost of elderly care by their local authority	cost local authority
11412	9594	What is the cost of elderly care by their local authority	cost local authority
11413	7700	What is the cost of elderly care by their local authority	cost local authority
11414	6701	What is the cost of elderly care by their local authority	cost local authority
11415	9282	What is the cost of elderly care by their local authority	cost local authority
11416	8640	What is the cost of elderly care by their local authority	cost local authority
11417	8421	What is the cost of elderly care by their local authority	cost local authority
